record_id,timestamp,source,region,category,unit_price,quantity,revenue,customer_rating,returned
TX100543,2026-05-23 12:20:00,mobile_app_ios,APAC,Grocery,30.6,1,30.6,4,0
TX101302,2026-05-23 14:04:00,web_store_us,APAC,Sports,67.87,1,67.87,5,0
TX101315,2026-05-23 17:02:00,social_instagram_ads,Europe,Sports,54.45,4,217.8,5,0
TX101339,2026-05-23 19:44:00,social_instagram_ads,Europe,Books,17.95,2,35.9,5,0
TX101326,2026-05-23 20:03:00,mobile_app_ios,North America,Apparel,58.14,1,58.14,4,0
TX101170,2026-05-23 22:03:00,web_store_apac,Europe,Apparel,28.14,1,28.14,5,0
TX100078,2026-05-23 23:59:00,web_store_apac,North America,Books,11.84,3,35.52,5,0
TX101177,2026-05-24 04:03:00,affiliate_network,North America,Beauty,33.74,4,134.97,5,0
TX100904,2026-05-24 07:39:00,social_tiktok_ads,Europe,Apparel,31.79,4,127.17,4,0
TX100269,2026-05-24 08:44:00,retail_pos_partners,North America,Sports,63.35,1,63.35,5,0
TX101419,2026-05-24 12:18:00,social_instagram_ads,Europe,Apparel,63.97,1,63.97,4,0
TX101149,2026-05-24 12:31:00,social_tiktok_ads,APAC,Grocery,25.92,2,51.84,4,0
TX101259,2026-05-24 14:32:00,retail_pos_partners,MEA,Books,23.13,2,46.27,3,0
TX100998,2026-05-24 15:27:00,social_instagram_ads,APAC,Toys,26.66,2,53.33,4,0
TX100352,2026-05-24 15:44:00,social_instagram_ads,APAC,Books,9.18,4,36.73,5,0
TX100991,2026-05-24 16:17:00,affiliate_network,LATAM,Sports,64.71,6,388.26,5,0
TX100905,2026-05-24 21:51:00,mobile_app_android,North America,Beauty,23.43,1,23.43,3,0
TX100437,2026-05-24 23:55:00,web_store_us,LATAM,Books,21.11,1,21.11,2,1
TX101191,2026-05-25 00:07:00,affiliate_network,APAC,Beauty,21.92,1,21.92,5,0
TX101390,2026-05-25 02:01:00,email_campaigns,APAC,Electronics,173.77,1,173.77,5,1
TX101344,2026-05-25 03:50:00,mobile_app_ios,North America,Sports,38.61,1,38.61,4,0
TX100239,2026-05-25 03:54:00,web_store_us,APAC,Books,19.05,3,57.16,3,0
TX101150,2026-05-25 07:02:00,social_instagram_ads,Europe,Apparel,58.39,2,116.78,5,0
TX101048,2026-05-25 08:52:00,social_tiktok_ads,Europe,Grocery,19.8,1,19.8,3,1
TX100053,2026-05-25 09:13:00,social_tiktok_ads,Europe,Grocery,20.89,3,62.66,4,0
TX101217,2026-05-25 09:17:00,mobile_app_ios,Europe,Toys,39.99,1,39.99,5,1
TX100046,2026-05-25 17:28:00,web_store_eu,Europe,Beauty,24.89,1,24.89,3,0
TX100488,2026-05-25 18:46:00,affiliate_network,North America,Electronics,250.55,1,250.55,4,0
TX101432,2026-05-25 20:11:00,email_campaigns,MEA,Home & Kitchen,50.37,1,50.37,5,0
TX100010,2026-05-25 22:04:00,email_campaigns,MEA,Toys,19.9,1,19.9,4,0
TX101446,2026-05-26 03:02:00,social_instagram_ads,North America,Books,20.31,1,20.31,3,0
TX100223,2026-05-26 04:50:00,retail_pos_partners,Europe,Books,21.42,2,42.83,4,1
TX100807,2026-05-26 11:45:00,mobile_app_ios,MEA,Sports,41.63,1,41.63,5,0
TX101111,2026-05-26 17:39:00,social_instagram_ads,MEA,Books,14.52,2,29.04,5,0
TX100677,2026-05-26 20:28:00,web_store_eu,North America,Electronics,241.91,1,241.91,4,0
TX100382,2026-05-26 20:35:00,mobile_app_android,APAC,Home & Kitchen,34.23,1,34.23,4,0
TX100969,2026-05-26 21:59:00,social_instagram_ads,North America,Grocery,21.37,1,21.37,5,0
TX100607,2026-05-26 22:58:00,social_instagram_ads,LATAM,Electronics,175.65,2,351.3,3,0
TX100987,2026-05-27 07:12:00,retail_pos_partners,APAC,Beauty,28.61,3,85.82,4,0
TX100489,2026-05-27 10:19:00,email_campaigns,LATAM,Beauty,28.78,1,28.78,5,0
TX100888,2026-05-27 17:53:00,mobile_app_ios,North America,Books,15.93,1,15.93,3,0
TX100855,2026-05-27 19:45:00,retail_pos_partners,Europe,Beauty,28.72,4,114.87,4,0
TX100075,2026-05-27 21:15:00,marketplace_amazon,APAC,Electronics,284.87,2,569.74,4,0
TX100068,2026-05-27 21:40:00,affiliate_network,APAC,Beauty,30.26,4,121.04,4,0
TX100059,2026-05-27 21:45:00,affiliate_network,APAC,Toys,26.94,3,80.82,4,0
TX100902,2026-05-27 23:47:00,social_tiktok_ads,APAC,Home & Kitchen,44.93,1,44.93,5,1
TX100475,2026-05-28 01:08:00,social_instagram_ads,MEA,Beauty,34.08,1,34.08,5,0
TX100919,2026-05-28 01:35:00,web_store_us,MEA,Books,20.63,1,20.63,4,0
TX100333,2026-05-28 04:35:00,web_store_eu,APAC,Electronics,179.64,2,359.28,4,0
TX101244,2026-05-28 04:56:00,social_instagram_ads,North America,Electronics,210.56,4,842.23,5,0
TX100314,2026-05-28 10:49:00,marketplace_amazon,Europe,Sports,38.65,1,38.65,4,0
TX100272,2026-05-28 12:26:00,web_store_us,MEA,Home & Kitchen,48.02,3,144.07,3,0
TX100050,2026-05-28 12:57:00,marketplace_etsy,LATAM,Grocery,24.44,1,24.44,5,0
TX100587,2026-05-28 13:06:00,web_store_us,MEA,Grocery,19.93,1,19.93,4,0
TX100765,2026-05-28 14:19:00,marketplace_amazon,APAC,Grocery,19.98,3,59.94,4,0
TX100941,2026-05-28 14:38:00,retail_pos_partners,North America,Sports,40.61,1,40.61,4,0
TX100845,2026-05-28 14:52:00,mobile_app_ios,LATAM,Home & Kitchen,66.28,1,66.28,5,0
TX100367,2026-05-28 19:18:00,mobile_app_android,LATAM,Sports,38.09,1,38.09,5,0
TX100186,2026-05-29 03:29:00,social_tiktok_ads,North America,Books,10.84,2,21.68,5,0
TX100898,2026-05-29 04:47:00,social_instagram_ads,MEA,Apparel,29.33,1,29.33,4,0
TX101438,2026-05-29 06:50:00,mobile_app_ios,MEA,Apparel,51.44,2,102.88,4,0
TX101093,2026-05-29 06:54:00,mobile_app_android,APAC,Electronics,207.35,1,207.35,5,0
TX100116,2026-05-29 08:27:00,affiliate_network,LATAM,Beauty,34.75,3,104.24,5,0
TX100966,2026-05-29 11:05:00,web_store_eu,APAC,Home & Kitchen,41.08,3,123.24,3,0
TX100942,2026-05-29 13:38:00,social_instagram_ads,Europe,Grocery,23.05,1,23.05,4,0
TX100556,2026-05-29 16:47:00,web_store_us,APAC,Home & Kitchen,39.76,1,39.76,4,0
TX100231,2026-05-29 20:04:00,social_tiktok_ads,MEA,Toys,36.02,2,72.04,4,0
TX100791,2026-05-29 22:56:00,web_store_us,Europe,Electronics,159.58,2,319.15,5,0
TX101294,2026-05-29 23:18:00,email_campaigns,APAC,Grocery,20.27,1,20.27,3,0
TX101033,2026-05-30 00:35:00,marketplace_etsy,MEA,Sports,64.0,1,64.0,4,0
TX100689,2026-05-30 05:06:00,social_instagram_ads,MEA,Toys,40.03,2,80.05,5,0
TX101229,2026-05-30 07:09:00,email_campaigns,LATAM,Grocery,16.89,1,16.89,3,0
TX101147,2026-05-30 07:43:00,mobile_app_android,MEA,Beauty,28.67,1,28.67,3,0
TX101022,2026-05-30 07:47:00,web_store_eu,APAC,Books,22.91,1,22.91,4,0
TX100615,2026-05-30 12:05:00,web_store_apac,North America,Grocery,25.65,2,51.3,4,0
TX101394,2026-05-30 15:23:00,mobile_app_android,APAC,Apparel,39.06,2,78.12,5,0
TX100730,2026-05-30 17:03:00,social_tiktok_ads,MEA,Books,20.64,2,41.28,4,0
TX100435,2026-05-30 17:47:00,web_store_us,MEA,Home & Kitchen,76.05,1,76.05,5,0
TX100695,2026-05-30 19:14:00,web_store_us,North America,Home & Kitchen,53.83,2,107.67,3,0
TX100809,2026-05-31 00:00:00,mobile_app_ios,APAC,Grocery,24.18,2,48.35,4,0
TX101367,2026-05-31 02:35:00,web_store_eu,LATAM,Grocery,21.88,4,87.51,4,0
TX101397,2026-05-31 03:02:00,retail_pos_partners,Europe,Apparel,58.14,1,58.14,4,0
TX100163,2026-05-31 05:35:00,email_campaigns,Europe,Home & Kitchen,88.08,1,88.08,4,0
TX100040,2026-05-31 08:42:00,marketplace_amazon,MEA,Home & Kitchen,73.37,5,366.85,5,0
TX100575,2026-05-31 09:07:00,web_store_apac,North America,Toys,33.18,1,33.18,5,0
TX100756,2026-05-31 11:31:00,marketplace_etsy,North America,Home & Kitchen,63.58,4,254.32,5,0
TX100214,2026-05-31 12:36:00,marketplace_etsy,North America,Grocery,22.83,4,91.31,4,1
TX100335,2026-05-31 13:40:00,mobile_app_android,North America,Home & Kitchen,88.95,4,355.81,4,0
TX100393,2026-05-31 14:07:00,social_tiktok_ads,APAC,Home & Kitchen,71.35,1,71.35,4,0
TX101137,2026-05-31 18:09:00,email_campaigns,LATAM,Beauty,15.65,1,15.65,4,0
TX101089,2026-05-31 18:34:00,retail_pos_partners,MEA,Toys,19.17,1,19.17,5,0
TX100881,2026-05-31 20:39:00,web_store_eu,LATAM,Toys,28.17,3,84.5,5,0
TX101280,2026-05-31 21:28:00,social_instagram_ads,LATAM,Books,17.9,4,71.61,5,0
TX100343,2026-05-31 23:42:00,marketplace_amazon,APAC,Home & Kitchen,82.49,3,247.46,4,0
TX100937,2026-06-01 01:08:00,web_store_apac,North America,Books,17.11,4,68.43,4,0
TX100596,2026-06-01 04:45:00,email_campaigns,Europe,Apparel,31.93,1,31.93,4,0
TX100241,2026-06-01 04:50:00,web_store_us,APAC,Electronics,165.51,1,165.51,5,0
TX100983,2026-06-01 09:05:00,marketplace_amazon,APAC,Electronics,227.86,3,683.59,4,0
TX100470,2026-06-01 14:22:00,marketplace_etsy,Europe,Books,18.07,2,36.14,4,0
TX101118,2026-06-01 19:59:00,web_store_eu,North America,Home & Kitchen,44.76,2,89.51,5,1
TX100388,2026-06-01 21:25:00,mobile_app_android,LATAM,Sports,66.1,4,264.39,4,0
TX100304,2026-06-01 22:28:00,web_store_eu,North America,Apparel,37.0,3,111.01,4,0
TX100461,2026-06-02 00:47:00,mobile_app_android,LATAM,Electronics,224.82,1,224.82,4,0
TX100907,2026-06-02 03:12:00,web_store_eu,North America,Sports,50.96,1,50.96,4,0
TX101274,2026-06-02 04:39:00,social_tiktok_ads,APAC,Home & Kitchen,53.86,2,107.72,5,0
TX101300,2026-06-02 05:49:00,mobile_app_android,APAC,Books,15.99,2,31.98,3,0
TX100180,2026-06-02 10:07:00,social_instagram_ads,APAC,Home & Kitchen,63.14,2,126.28,5,1
TX101165,2026-06-02 10:44:00,mobile_app_ios,North America,Grocery,21.4,1,21.4,4,0
TX100024,2026-06-02 17:55:00,affiliate_network,MEA,Grocery,18.37,2,36.75,4,0
TX100844,2026-06-02 19:12:00,retail_pos_partners,North America,Books,15.75,1,15.75,5,0
TX100763,2026-06-02 19:51:00,web_store_apac,Europe,Electronics,340.13,1,340.13,5,0
TX100549,2026-06-02 21:09:00,email_campaigns,Europe,Sports,45.62,2,91.23,4,0
TX100219,2026-06-02 21:48:00,email_campaigns,MEA,Beauty,19.05,2,38.11,3,0
TX100342,2026-06-02 23:01:00,email_campaigns,APAC,Books,14.49,1,14.49,4,0
TX100247,2026-06-03 01:08:00,marketplace_amazon,Europe,Electronics,219.67,4,878.66,5,0
TX101271,2026-06-03 01:40:00,affiliate_network,MEA,Sports,49.93,3,149.79,5,0
TX101036,2026-06-03 02:27:00,marketplace_etsy,Europe,Books,23.51,3,70.54,4,0
TX100019,2026-06-03 04:15:00,email_campaigns,Europe,Grocery,29.55,2,59.09,4,0
TX100672,2026-06-03 05:01:00,marketplace_etsy,APAC,Electronics,254.14,3,762.42,5,0
TX100631,2026-06-03 06:02:00,affiliate_network,North America,Home & Kitchen,88.05,1,88.05,3,0
TX100997,2026-06-03 07:17:00,mobile_app_android,MEA,Apparel,49.42,1,49.42,5,0
TX101398,2026-06-03 11:11:00,marketplace_amazon,LATAM,Apparel,31.63,1,31.63,5,0
TX100925,2026-06-03 11:14:00,social_instagram_ads,North America,Beauty,47.29,2,94.57,4,0
TX100493,2026-06-03 11:32:00,email_campaigns,APAC,Toys,38.14,1,38.14,5,0
TX100742,2026-06-03 12:41:00,mobile_app_android,LATAM,Toys,28.88,2,57.75,3,0
TX100727,2026-06-03 14:29:00,web_store_apac,North America,Grocery,16.27,1,16.27,3,0
TX101021,2026-06-03 19:09:00,marketplace_etsy,North America,Home & Kitchen,72.49,3,217.48,4,0
TX100769,2026-06-03 20:45:00,mobile_app_android,APAC,Toys,24.3,2,48.6,5,1
TX101277,2026-06-03 22:15:00,social_instagram_ads,Europe,Toys,34.62,1,34.62,4,0
TX100017,2026-06-04 02:13:00,web_store_us,LATAM,Toys,24.08,1,24.08,5,0
TX100353,2026-06-04 02:46:00,social_instagram_ads,MEA,Toys,22.92,6,137.53,3,0
TX101289,2026-06-04 03:16:00,mobile_app_android,APAC,Toys,29.99,3,89.97,5,0
TX101308,2026-06-04 04:44:00,web_store_us,LATAM,Electronics,97.91,1,97.91,3,0
TX100687,2026-06-04 05:01:00,affiliate_network,LATAM,Toys,45.94,2,91.87,5,0
TX100860,2026-06-04 05:18:00,email_campaigns,Europe,Electronics,289.72,1,289.72,4,0
TX100079,2026-06-04 05:50:00,marketplace_amazon,Europe,Books,24.98,4,99.92,4,0
TX101356,2026-06-04 06:21:00,social_instagram_ads,APAC,Beauty,24.99,4,99.97,3,0
TX100536,2026-06-04 09:17:00,marketplace_etsy,Europe,Apparel,40.73,2,81.46,4,0
TX101430,2026-06-04 11:26:00,marketplace_amazon,North America,Apparel,58.62,2,117.24,4,0
TX101047,2026-06-04 12:04:00,web_store_eu,North America,Apparel,38.4,3,115.21,4,0
TX101207,2026-06-04 13:05:00,mobile_app_android,North America,Toys,38.12,2,76.24,3,0
TX100275,2026-06-04 14:42:00,affiliate_network,North America,Electronics,237.95,1,237.95,4,0
TX100183,2026-06-04 17:08:00,social_instagram_ads,Europe,Electronics,258.92,3,776.77,5,0
TX100748,2026-06-04 23:26:00,mobile_app_android,APAC,Grocery,20.65,2,41.29,5,1
TX100681,2026-06-05 08:28:00,marketplace_amazon,Europe,Beauty,37.64,3,112.91,4,0
TX100913,2026-06-05 11:08:00,mobile_app_ios,LATAM,Beauty,27.43,1,27.43,2,0
TX100122,2026-06-05 13:16:00,marketplace_amazon,LATAM,Toys,22.41,3,67.23,3,0
TX100190,2026-06-05 13:21:00,affiliate_network,North America,Apparel,50.9,1,50.9,5,0
TX100047,2026-06-05 14:15:00,web_store_apac,Europe,Books,14.53,1,14.53,5,0
TX100871,2026-06-05 17:16:00,marketplace_etsy,LATAM,Electronics,210.21,1,210.21,4,0
TX101065,2026-06-05 19:58:00,marketplace_amazon,LATAM,Toys,10.36,1,10.36,3,0
TX100958,2026-06-05 21:25:00,affiliate_network,MEA,Toys,29.62,4,118.47,4,0
TX100150,2026-06-05 23:37:00,mobile_app_ios,LATAM,Beauty,33.72,3,101.15,5,0
TX101396,2026-06-06 05:11:00,web_store_apac,MEA,Apparel,52.72,2,105.45,5,0
TX100094,2026-06-06 06:27:00,social_tiktok_ads,APAC,Electronics,312.79,2,625.59,5,0
TX101346,2026-06-06 06:27:00,web_store_us,APAC,Electronics,180.39,1,180.39,3,0
TX101071,2026-06-06 10:26:00,social_tiktok_ads,MEA,Apparel,42.45,4,169.78,4,0
TX100858,2026-06-06 13:51:00,social_instagram_ads,MEA,Books,12.27,1,12.27,4,0
TX100909,2026-06-06 19:04:00,email_campaigns,North America,Beauty,25.21,4,100.84,5,0
TX100263,2026-06-06 19:19:00,email_campaigns,North America,Books,24.62,5,123.1,4,0
TX100632,2026-06-06 20:45:00,web_store_us,MEA,Books,15.18,2,30.35,4,0
TX100427,2026-06-06 22:05:00,web_store_apac,North America,Sports,36.52,5,182.59,3,0
TX100191,2026-06-06 23:19:00,social_tiktok_ads,North America,Sports,42.95,1,42.95,4,0
TX100879,2026-06-07 06:48:00,marketplace_amazon,APAC,Toys,40.87,1,40.87,3,0
TX100664,2026-06-07 08:54:00,email_campaigns,Europe,Apparel,42.78,1,42.78,4,0
TX101431,2026-06-07 09:33:00,email_campaigns,North America,Toys,24.42,1,24.42,5,0
TX100026,2026-06-07 13:10:00,email_campaigns,North America,Toys,23.99,3,71.96,5,0
TX100654,2026-06-07 18:50:00,web_store_us,Europe,Toys,33.27,5,166.35,2,0
TX100540,2026-06-08 00:25:00,social_instagram_ads,Europe,Home & Kitchen,93.26,4,373.03,4,0
TX100152,2026-06-08 00:45:00,mobile_app_ios,Europe,Toys,33.35,5,166.75,4,0
TX101032,2026-06-08 00:49:00,retail_pos_partners,LATAM,Grocery,21.01,2,42.02,5,0
TX100158,2026-06-08 02:15:00,web_store_apac,MEA,Apparel,40.27,1,40.27,4,0
TX101400,2026-06-08 03:58:00,social_instagram_ads,MEA,Apparel,58.35,3,175.04,3,0
TX100477,2026-06-08 04:42:00,marketplace_amazon,Europe,Toys,38.3,2,76.6,5,0
TX100720,2026-06-08 07:06:00,retail_pos_partners,APAC,Sports,70.65,1,70.65,4,0
TX100478,2026-06-08 08:03:00,social_tiktok_ads,LATAM,Beauty,16.69,2,33.38,3,0
TX101004,2026-06-08 08:35:00,email_campaigns,LATAM,Toys,22.56,1,22.56,4,0
TX100423,2026-06-08 09:45:00,mobile_app_android,Europe,Sports,63.5,2,127.01,4,0
TX100700,2026-06-08 10:08:00,marketplace_etsy,APAC,Home & Kitchen,46.57,3,139.7,5,0
TX100782,2026-06-08 13:03:00,web_store_eu,MEA,Books,17.53,1,17.53,4,0
TX100233,2026-06-08 15:07:00,web_store_apac,North America,Electronics,209.81,1,209.81,4,0
TX100412,2026-06-08 15:52:00,social_tiktok_ads,MEA,Grocery,18.36,1,18.36,4,0
TX101416,2026-06-08 15:55:00,web_store_eu,Europe,Apparel,54.83,1,54.83,4,0
TX101393,2026-06-08 18:08:00,social_tiktok_ads,LATAM,Grocery,25.26,2,50.52,4,0
TX100438,2026-06-08 18:38:00,mobile_app_android,North America,Electronics,179.77,1,179.77,3,0
TX101202,2026-06-08 18:46:00,retail_pos_partners,MEA,Electronics,227.89,1,227.89,5,0
TX101247,2026-06-08 18:50:00,mobile_app_ios,APAC,Beauty,21.21,2,42.41,5,0
TX100512,2026-06-08 21:52:00,social_instagram_ads,Europe,Beauty,28.69,2,57.38,4,0
TX100899,2026-06-08 21:56:00,marketplace_etsy,Europe,Sports,60.05,3,180.14,4,0
TX101214,2026-06-09 01:43:00,marketplace_etsy,North America,Home & Kitchen,73.46,1,73.46,4,0
TX100449,2026-06-09 05:25:00,email_campaigns,LATAM,Home & Kitchen,65.11,2,130.23,4,0
TX100694,2026-06-09 05:31:00,mobile_app_ios,MEA,Grocery,16.58,3,49.73,4,0
TX101195,2026-06-09 09:32:00,mobile_app_android,North America,Sports,55.44,2,110.89,5,0
TX101131,2026-06-09 10:31:00,web_store_us,MEA,Beauty,30.65,3,91.96,5,0
TX100375,2026-06-09 12:45:00,affiliate_network,North America,Home & Kitchen,83.27,1,83.27,5,0
TX100185,2026-06-09 17:00:00,affiliate_network,Europe,Beauty,0.4654,1,23.27,5,0
TX101222,2026-06-09 19:57:00,mobile_app_ios,North America,Apparel,46.7,1,46.7,4,0
TX100751,2026-06-09 22:32:00,web_store_us,North America,Apparel,38.52,4,154.09,2,0
TX100061,2026-06-10 02:00:00,email_campaigns,LATAM,Sports,70.92,2,141.85,5,0
TX101143,2026-06-10 04:46:00,retail_pos_partners,Europe,Home & Kitchen,52.18,3,156.54,4,0
TX100714,2026-06-10 08:06:00,web_store_us,North America,Sports,56.16,3,168.48,5,0
TX100348,2026-06-10 09:32:00,web_store_us,North America,Beauty,29.18,3,87.54,5,0
TX100616,2026-06-10 11:56:00,retail_pos_partners,North America,Home & Kitchen,57.64,4,230.55,5,0
TX100495,2026-06-10 13:02:00,marketplace_amazon,APAC,Beauty,25.65,1,25.65,4,0
TX100665,2026-06-10 14:17:00,marketplace_amazon,APAC,Books,25.63,3,76.89,5,0
TX100990,2026-06-10 15:57:00,social_instagram_ads,MEA,Toys,30.43,1,30.43,4,1
TX100377,2026-06-10 20:04:00,affiliate_network,Europe,Home & Kitchen,80.49,1,80.49,5,0
TX100480,2026-06-10 22:26:00,marketplace_amazon,MEA,Books,14.89,2,29.79,4,0
TX101055,2026-06-11 00:10:00,web_store_eu,LATAM,Beauty,24.01,1,24.01,3,0
TX100444,2026-06-11 02:25:00,marketplace_etsy,MEA,Books,7.61,6,45.65,4,0
TX100121,2026-06-11 06:29:00,web_store_us,LATAM,Sports,89.91,1,89.91,5,0
TX100570,2026-06-11 06:29:00,social_tiktok_ads,APAC,Apparel,24.52,2,49.04,4,0
TX100649,2026-06-11 07:26:00,retail_pos_partners,Europe,Books,22.48,3,67.44,4,0
TX100603,2026-06-11 09:21:00,mobile_app_ios,APAC,Grocery,24.38,1,24.38,5,0
TX100434,2026-06-11 09:41:00,email_campaigns,APAC,Beauty,28.08,3,84.23,5,0
TX101433,2026-06-11 10:52:00,web_store_eu,MEA,Apparel,61.31,2,122.63,3,0
TX101182,2026-06-11 11:57:00,web_store_us,APAC,Home & Kitchen,51.42,2,102.84,5,0
TX101380,2026-06-11 11:57:00,retail_pos_partners,Europe,Beauty,29.65,1,29.65,4,0
TX100542,2026-06-11 19:44:00,email_campaigns,APAC,Apparel,7.6,3,22.79,3,0
TX100657,2026-06-12 00:48:00,mobile_app_ios,North America,Toys,28.24,1,28.24,5,0
TX100243,2026-06-12 04:50:00,affiliate_network,Europe,Beauty,28.51,3,85.53,5,0
TX100441,2026-06-12 05:46:00,mobile_app_android,North America,Beauty,23.82,2,47.63,5,0
TX100642,2026-06-12 13:17:00,mobile_app_android,North America,Home & Kitchen,48.32,3,144.96,5,0
TX100178,2026-06-12 13:44:00,marketplace_amazon,Europe,Home & Kitchen,41.47,1,41.47,3,0
TX101138,2026-06-12 14:34:00,marketplace_etsy,MEA,Sports,59.31,1,59.31,5,0
TX100696,2026-06-12 19:12:00,web_store_us,North America,Grocery,17.42,6,104.5,4,1
TX100485,2026-06-12 20:05:00,mobile_app_ios,Europe,Sports,64.73,1,64.73,4,0
TX100841,2026-06-13 11:53:00,email_campaigns,North America,Beauty,32.14,1,32.14,5,0
TX101135,2026-06-13 12:42:00,mobile_app_android,Europe,Beauty,40.84,1,40.84,5,1
TX100783,2026-06-13 13:36:00,web_store_apac,Europe,Apparel,46.4,1,46.4,5,0
TX101211,2026-06-13 15:46:00,social_instagram_ads,Europe,Apparel,44.29,2,88.58,4,0
TX100411,2026-06-13 16:53:00,marketplace_etsy,MEA,Sports,55.29,1,55.29,4,0
TX100421,2026-06-13 17:22:00,web_store_apac,MEA,Grocery,16.71,2,33.42,5,0
TX100200,2026-06-13 19:44:00,web_store_eu,APAC,Grocery,13.02,2,26.04,4,0
TX100345,2026-06-13 20:11:00,web_store_us,MEA,Toys,31.09,1,31.09,4,0
TX101086,2026-06-13 21:10:00,web_store_apac,MEA,Books,11.16,1,11.16,5,0
TX100117,2026-06-13 21:43:00,social_instagram_ads,LATAM,Electronics,122.17,2,244.34,5,0
TX101291,2026-06-13 21:44:00,mobile_app_ios,MEA,Beauty,38.6,1,38.6,4,0
TX101119,2026-06-13 22:51:00,web_store_apac,North America,Sports,61.74,1,61.74,5,0
TX101321,2026-06-13 23:02:00,web_store_us,North America,Toys,22.86,2,45.72,5,0
TX101399,2026-06-14 04:23:00,mobile_app_ios,APAC,Electronics,226.82,2,453.64,5,1
TX100378,2026-06-14 04:56:00,social_instagram_ads,MEA,Grocery,24.83,1,24.83,5,0
TX101114,2026-06-14 06:20:00,marketplace_etsy,APAC,Books,16.05,1,16.05,5,0
TX100709,2026-06-14 08:50:00,mobile_app_ios,North America,Beauty,34.98,1,34.98,4,0
TX101440,2026-06-14 09:44:00,web_store_apac,LATAM,Electronics,202.62,4,810.46,4,0
TX100707,2026-06-14 10:10:00,marketplace_amazon,Europe,Home & Kitchen,84.8,3,254.39,5,0
TX100177,2026-06-14 13:21:00,social_instagram_ads,LATAM,Home & Kitchen,62.87,3,188.61,3,1
TX101232,2026-06-14 15:29:00,web_store_eu,North America,Grocery,33.41,2,66.81,4,0
TX100381,2026-06-14 16:57:00,web_store_apac,Europe,Toys,30.8,1,30.8,4,1
TX101132,2026-06-14 21:22:00,marketplace_etsy,North America,Apparel,75.41,2,150.82,4,0
TX100619,2026-06-14 23:13:00,affiliate_network,LATAM,Apparel,57.07,1,57.07,4,0
TX100291,2026-06-14 23:52:00,social_tiktok_ads,APAC,Beauty,28.99,2,57.97,3,0
TX100924,2026-06-15 01:14:00,web_store_apac,LATAM,Apparel,44.73,4,178.91,5,0
TX100908,2026-06-15 04:42:00,retail_pos_partners,APAC,Grocery,22.69,1,22.69,4,0
TX100668,2026-06-15 06:28:00,marketplace_etsy,MEA,Home & Kitchen,38.39,4,153.56,4,0
TX100013,2026-06-15 06:42:00,marketplace_amazon,APAC,Apparel,28.03,1,28.03,5,0
TX101260,2026-06-15 07:11:00,marketplace_etsy,LATAM,Grocery,25.61,2,51.23,4,0
TX100246,2026-06-15 07:37:00,web_store_us,North America,Apparel,24.34,2,48.69,5,0
TX100778,2026-06-15 07:47:00,marketplace_amazon,Europe,Home & Kitchen,52.31,6,313.84,4,0
TX101226,2026-06-15 09:21:00,affiliate_network,MEA,Grocery,16.28,2,32.56,4,0
TX101395,2026-06-15 09:29:00,mobile_app_android,Europe,Electronics,237.03,2,474.07,5,0
TX101010,2026-06-15 10:43:00,social_tiktok_ads,APAC,Apparel,46.68,2,93.36,5,0
TX100816,2026-06-15 14:39:00,web_store_apac,APAC,Apparel,48.65,2,97.3,3,1
TX100525,2026-06-15 17:24:00,social_instagram_ads,Europe,Grocery,28.12,2,56.24,5,0
TX100838,2026-06-16 01:52:00,email_campaigns,APAC,Grocery,11.19,1,11.19,4,0
TX100227,2026-06-16 02:50:00,mobile_app_ios,MEA,Books,13.64,2,27.28,5,0
TX100529,2026-06-16 03:05:00,retail_pos_partners,APAC,Books,14.37,4,57.47,4,0
TX100956,2026-06-16 03:09:00,mobile_app_ios,LATAM,Toys,36.49,1,36.49,5,0
TX100545,2026-06-16 03:59:00,marketplace_etsy,LATAM,Sports,75.31,1,75.31,3,0
TX101377,2026-06-16 05:41:00,social_instagram_ads,APAC,Electronics,245.34,2,490.69,3,0
TX101076,2026-06-16 07:38:00,affiliate_network,North America,Sports,40.48,2,80.97,4,0
TX100530,2026-06-16 08:06:00,web_store_us,LATAM,Sports,52.71,4,210.84,4,0
TX101007,2026-06-16 11:35:00,social_instagram_ads,APAC,Toys,27.23,2,54.47,4,0
TX100920,2026-06-16 12:14:00,mobile_app_android,Europe,Grocery,23.38,2,46.76,4,0
TX100999,2026-06-16 12:17:00,mobile_app_ios,APAC,Books,16.09,4,64.35,5,0
TX100364,2026-06-16 12:20:00,web_store_eu,MEA,Apparel,52.18,1,52.18,5,0
TX101029,2026-06-16 13:16:00,web_store_eu,APAC,Grocery,26.72,2,53.44,5,0
TX101067,2026-06-16 14:00:00,mobile_app_android,MEA,Sports,36.11,1,36.11,5,0
TX101096,2026-06-16 18:15:00,web_store_apac,APAC,Apparel,48.95,3,146.86,4,0
TX100929,2026-06-16 18:41:00,web_store_apac,LATAM,Books,20.98,1,20.98,4,0
TX100996,2026-06-16 19:55:00,marketplace_etsy,APAC,Home & Kitchen,74.56,3,223.69,5,0
TX100814,2026-06-16 21:20:00,web_store_apac,APAC,Electronics,263.88,1,263.88,3,0
TX100798,2026-06-16 22:41:00,social_tiktok_ads,North America,Apparel,35.09,3,105.27,5,0
TX101412,2026-06-17 00:18:00,marketplace_etsy,LATAM,Toys,37.93,1,37.93,5,1
